_id,gene_name,symbol
716,ferredoxin-I,SEND33
717,DNA mismatch repair protein,MSH1
718,TPI,LOC778306
719,TAP3,LOC778307
720,pathogenesis related protein P69G,LOC778308
721,GDP-mannose pyrophosphorylase,LOC778309
722,geranylgeranyl pyrophosphate synthase 1,GGPS1
723,geranyl pyrophosphate synthase,GPS
724,sorbitol related enzyme,SDH
725,aquaporin-like,LOC778315
726,U1 small nuclear ribonucleoprotein C-like,LOC778316
727,V-type proton ATPase subunit e-like,LOC778317
728,uncharacterized LOC778318,LOC778318
729,60S ribosomal protein L35-like,LOC778319
730,uncharacterized LOC778320,LOC778320
731,partially similar to pantothenate kinase family protein,pnk-1
732,calnexin-like protein,CNX61.0
733,phytochromobilin synthase,AUREA
734,nitrite reductase,nii1
735,heat shock protein,hsp100/ClpB
736,methionine rich arabinogalactan,LOC778328
737,deetiolated1 homolog,Det1
738,cytosolic malate dehydrogenase,cMDH
739,pollen-specific kinase partner protein,KPP
740,cytoplasmic ribosomal protein S13,ACI39
741,CONSTANS interacting protein 1,CIP1
742,CONSTANS interacting protein 6,CIP6
743,plastid lipid associated protein CHRC,ChrC
744,peroxisomal acyl-CoA oxidase 1A,Acx1A
745,mycorrhiza-inducible inorganic phosphate transporter,PT5
746,thylakoid-bound ascorbate peroxidase 6,APX6
747,DNA-binding protein-like,LOC778342
748,BTF3-like transcription factor,BTF3
749,Avr9/Cf-9 rapidly elicited protein,CMPG1
750,CONSTANS interacting protein 2a,CIP2a
751,CONSTANS interacting protein 7,CIP7
752,RNA polymerase IV second largest subunit,RPD2
753,dehydroascorbate reductase,DHAR
754,histone H2B-2,H2B-2
755,UV-damaged DNA binding protein 1,DDB1
756,1-aminocyclopropane-1-carboxylate synthase,ACS4
757,Lysyl-tRNA synthetase,LysRS
758,Metallothionein-like protein,LOC778358
759,cinnamoyl-CoA reductase,CCR2
760,geranylgeranyl pyrophosphate synthase 2,GGPS2
761,alternaria stem canker resistance protein,Asc-1
762,UV damaged DNA binding protein 1,DDB1
763,1-aminocyclopropane-1-carboxylate synthase,LOC780562
764,1-aminocyclopropane 1-carboxylate synthase,ACC4
765,photosystem II 10 kD polypeptide,LOC780564
766,cytochrome b6/f complex subunit V,petG
767,hypothetical chloroplast RF15,ycf15
768,hypothetical chloroplast RF2,ycf2
769,ribosomal protein L36,rpl36
770,NADH-plastoquinone oxidoreductase subunit 4L,ndhE
771,photosystem I subunit IX,psaJ
772,ribosomal protein L33,rpl33
773,ribosomal protein S19,rps19
774,chloroplast envelope membrane protein,cemA
775,photosystem I assembly protein ycf4,ycf4
776,photosystem II protein K,psbK
777,ATP synthase CF1 beta subunit,atpB
778,photosystem II CP47 chlorophyll apoprotein,psbB
779,acetyl-CoA carboxylase carboxyltransferase beta subunit,accD
780,photosystem II protein I,psbI
781,ATP synthase CF1 epsilon subunit,atpE
782,photosystem I P700 apoprotein A2,psaB
783,photosystem II protein N,psbN
784,photosystem II protein J,psbJ
785,NADH-plastoquinone oxidoreductase subunit 2,ndhB
786,NADH-plastoquinone oxidoreductase subunit K,ndhK
787,ribosomal protein S8,rps8
788,cytochrome b6/f complex subunit VI,petL
789,photosystem II cytochrome b559 alpha subunit,psbE
790,cytochrome b6,petB
791,cytochrome b6/f complex subunit IV,petD
792,NADH-plastoquinone oxidoreductase subunit 6,ndhG
793,NADH-plastoquinone oxidoreductase subunit 5,ndhF
794,photosystem II CP43 chlorophyll apoprotein,psbC
795,ribosomal protein S3,rps3
796,photosystem II phosphoprotein,psbH
797,photosystem II protein D1,psbA
798,ribosomal protein S18,rps18
799,photosystem I subunit VII,psaC
800,RNA polymerase alpha subunit,rpoA
801,ribosomal protein S11,rps11
802,ribosomal protein S2,rps2
803,ribosomal protein L14,rpl14
804,NADH-plastoquinone oxidoreductase subunit 3,ndhC
805,ATP synthase CF1 alpha subunit,atpA
806,ribosomal protein S12,rps12
807,ribosomal protein L16,rpl16
808,cytochrome c heme attachment protein,ccsA
809,photosystem I assembly protein ycf3,ycf3
810,photosystem II cytochrome b559 beta subunit,psbF
811,NADH-plastoquinone oxidoreductase subunit I,ndhI
812,NADH-plastoquinone oxidoreductase subunit 1,ndhA
813,NADH-plastoquinone oxidoreductase subunit 7,ndhH
814,clp protease proteolytic subunit,clpP
815,ribosomal protein L32,rpl32
816,RNA polymerase beta' subunit,rpoC2
817,ribosomal protein S16,rps16
818,photosystem II protein T,psbT
819,"ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit",rbcL
820,ribosomal protein S15,rps15
821,photosystem I subunit VIII,psaI
822,ribosomal protein S7,rps7
823,ATP synthase CF0 subunit IV,atpI
824,ribosomal protein S4,rps4
825,cytochrome f,petA
826,ribosomal protein L22,rpl22
827,NADH-plastoquinone oxidoreductase subunit 2,ndhB
828,ribosomal protein L2,rpl2
829,ribosomal protein L23,rpl23
830,ATP synthase CF0 subunit I,atpF
831,ribosomal protein S12,rps12
832,hypothetical chloroplast RF1,ycf1
833,ribosomal protein S14,rps14
834,ribosomal protein L20,rpl20
835,maturase K,matK
836,RNA polymerase beta subunit,rpoB
837,ATP synthase CF0 subunit III,atpH
838,NADH-plastoquinone oxidoreductase subunit J,ndhJ
839,hypothetical chloroplast RF2,ycf2
840,photosystem II protein Z,psbZ
841,photosystem II protein D2,psbD
842,photosystem I P700 apoprotein A1,psaA
843,photosystem II protein M,psbM
844,RNA polymerase beta subunit,rpoC1
845,cytochrome b6/f complex subunit VIII,petN
846,ribosomal protein S7,rps7
847,ribosomal protein L23,rpl23
848,ribosomal protein L2,rpl2
849,hypothetical chloroplast RF15,ycf15
850,transactivator protein-like,LOC100037488
851,6-deoxocastasterone oxidase,CYP85A1
852,geranylgeranyl pyrophosphate synthetase-like protein,LOC100037490
853,JJH-R-like protein,LOC100037491
854,anti-PCD protein-like,JJH2
855,anti-PCD protein-like,JJH3
856,transcription factor IIIA,LOC100037495
857,GRAS1 protein,GRAS1
858,GRAS4 protein,GRAS4
859,GRAS6 protein,GRAS6
860,GRAS7 protein,GRAS7
861,GRAS9 protein,GRAS9
862,GRAS10 protein,GRAS10
863,GRAS16 protein,GRAS16
864,gibberellin 2-oxidase 2,GA2ox2
865,transcriptional coactivator multiprotein bridging factor,MBF1
866,flavin monooxygenase-like protein,FZY
867,self-pruning G-box protein,SPGB
868,SNF1-related kinase,SRK2C
869,GAMyb-like1,LOC100037511
870,GAMYB-like2,LOC100037512
871,TCP transcription factor 3,TCP3
872,anti-PCD protein-like,JJH1
873,ethylene-overproducer1-like protein,EOL1
874,GRAS5 protein,GRAS5
875,mini zinc finger protein,matriochka
876,urate oxidase,LOC100037732
877,phototropin-1,PHOT1
878,multicystatin,TMC
879,endonuclease precursor-like,tbn1
880,chloroplast threonine deaminase 1 precursor,LOC100037737
881,transcription factor IIIA,LOC100038313
882,phospholipase D alpha,LOC100125889
883,WRKY transcription factor IId-1 splice variant 1,LOC100125891
884,uncharacterized LOC100125896,LOC100125896
885,2-oxoglutarate-dependent dioxygenase homolog,GAD2
886,aldehyde oxidase 1 homolog,TAO1
887,extensin (class I),LOC100125899
888,extensin (class I),LOC100125900
889,glycine-rich protein,LOC100125901
890,glycine-rich protein,LOC100125902
891,lipoxygenase (LOX),cevi34
892,cinnamoyl-CoA reductase,CCR1
893,beta-fructosidase,Aiv-1
894,2-oxoglutarate-dependent dioxygenase,ODD
895,phytoclock 1,PCL1
896,glutamine synthetase,LOC100125908
897,MLH1 protein,MLH1
898,SMC3,LOC100125911
899,extensin (class I),LOC100134873
900,Trans-cinnamate 4-monooxygenase,LOC100134874
901,glycolate oxidase,GLO2
902,SMC1,LOC100134876
903,sulfite oxidase,SO
904,SGT1-2,LOC100134878
905,beta-fructofuranosidase,fruc
906,S-adenosylmethionine decarboxylase,SAMDC
907,SGS3-like protein,SGS3
908,tm-1^GCR26 protein,tm-1^GCR26
909,gibberellin 2-oxidase,GA2ox3
910,gibberellin 2-oxidase,GA2ox4
911,gibberellin 2-oxidase,GA2ox5
912,glutathione S-transferase-like protein,LOC100134894
913,auxin response factor 8,LOC100134895
914,phenylacetaldehyde reductase,PAR1
915,phenylacetaldehyde reductase,PAR2
916,alcohol dehydrogenase-like,ADH
917,isopentenyl diphosphate isomerase,IPI
918,gibberellin 2-oxidase,GA2ox1
919,1-aminocyclopropane-1-carboxylate synthase,LOC100134909
920,jasmonate ZIM-domain protein 1,LOC100134911
921,heat shock protein 70,HSP70
922,omega-3 fatty acid desaturase,LOC100134915
923,DNA cytosine 5-methyltransferase-like,DRM5
924,ribonuclease E,LOC100136876
925,sterol 22-desaturase,SD1
926,ABA 8'-hydroxylase,CYP707A1
927,cytochrome P450,CYP85A3
928,cytosolic ascorbate peroxidase isoform 4,LOC100136891
929,stromal ascorbate peroxidase isoform 7,apx7
930,cuticular water permeability,Cwp
931,DNA-binding protein-like,LOC100136894
932,Tm-1^GCR237 protein,Tm-1^GCR237
933,calmodulin binding protein SUN-like,SUN
934,uncharacterized LOC100147717,LOC100147717
935,uncharacterized LOC100147718,LOC100147718
936,uncharacterized LOC100147719,LOC100147719
937,uncharacterized LOC100147720,LOC100147720
938,glutamate decarboxylase isoform2,GAD2
939,glutamate decarboxylase isoform3,GAD3
940,succinic semialdehyde reductase isofom1,SSR1
941,succinic semialdehyde reductase isofom2,SSR2
942,telomere binding protein,TBP1
943,gibberellin 20-oxidase 4,GA20ox4
944,D-cysteine desulfhydrase,LOC100191113
945,jasmonate ZIM-domain protein 3,LOC100191114
946,PETROSELINUM,PTS
947,BIPINNATA,BIP
948,FAS protein,LOC100191118
949,tousled-like protein,LOC100191119
950,WRKY,LOC100191121
951,MYB12 protein,MYB12
952,thioesterase-like protein,MKS2a
953,glucan water dikinase,GWD
954,protein kinase 1b,TPK1b
955,beta-glucosidase 01,LOC100191127
956,beta-glucosidase 08,LOC100191128
957,uncharacterized LOC100191130,LOC100191130
958,auxin response factor,LOC100191131
959,GH3-like protein,LOC100191132
960,gamma-glutamylhydrolase 1,GGH1
961,gamma-glutamylhydrolase 3,GGH3
962,gamma-glutamylhydrolase 2,GGH2
963,30S ribosomal protein S16,rps16
964,APETALA2-like protein,LOC100191138
965,compound inflorescence,S
966,ABA-induced MYB transcription factor,AIM1
967,stress-associated protein 11,SAP11
968,stress-associated protein 1,SAP1
969,stress-associated protein 2,SAP2
970,stress-associated protein 3,SAP3
971,stress-associated protein 5,SAP5
972,stress-associated protein 8,SAP8
973,GRAS2 protein,GRAS2
974,PI-phospholipase C PLC4,LOC100301920
975,PI-phospholipase C PLC3,LOC100301921
976,DOUBLE TOP,DOT
977,Nam-like protein 1,NAM1
978,salt responsive protein 1,SRG1
979,salt responsive protein 2,SRG2
980,cyclopropyl isomerase,CYC1
981,chloroplast glutathione reductase,GR
982,ubiquitin conjugating enzyme,UBC3
983,WOX4,LOC100301933
984,NO APICAL MERISTEM,NAM
985,cytosolic glutathione reductase,LOC100301935
986,lipoxygenase,loxF
987,thiosulfate:cyanide sulfurtransferase-like protein,MST2
988,PI-phospholipase C PLC6,LOC100301941
989,auxin response factor 8,ARF8
990,N-acetyl-glutamate synthase,LOC100301981
991,ubiquitin conjugating enzyme E2,UBC
992,ANANTHA,AN
993,carotenoid cleavage dioxygenase 7,CCD7
994,exportin 1,Xpo1
995,atypical receptor-like kinase 1,LOC100316872
996,"GDP-mannose 3',5'-epimerase",GME2
997,myo-inositol oxygenase,MIOX
998,9-cis-epoxycarotenoid dioxygenase 2,NCED2
999,calcium-dependent protein kinase,LOC100316879
1000,terpene synthase,PHS1
1001,neryl diphosphate synthase 1,NDPS1
1002,cutin deficient 2,CD2
1003,TIR1-like protein,LOC100316892
1004,protein phosphatase 2C ABI2 homolog,PP2C-1
1005,protein phosphatase 2C AHG3 homolog,PP2C-2
1006,putative inosine monophosphate cyclohydrolase,IMPCHase
1007,peptide N-glycanase,LOC100316898
1008,"GDP-mannose 3',5'-epimerase",GME1
1009,cytochrome P450-type monooxygenase 97A29,CYP97A29
1010,cytochrome P450-type monooxygenase 97C11,CYP97C11
1011,mismatch repair protein,MSH2
1012,mismatch repair protein,MSH7
1013,auxin response factor 19,ARF19
1014,alpha-mannosidase,LOC100500729
1015,uncharacterized LOC100505457,LOC100505457
1016,GRX1 protein,GRX1
1017,xylem sap protein 10 kDa,XSP10
1018,auxin efflux facilitator SlPIN1,LOC100527965
1019,auxin efflux facilitator SlPIN2,PIN2
1020,auxin efflux facilitator SlPIN3,PIN3
1021,auxin efflux facilitator SlPIN4,PIN4
1022,auxin efflux facilitator SlPIN5,PIN5
1023,auxin efflux facilitator SlPIN6,PIN6
1024,auxin efflux facilitator SlPIN7,PIN7
1025,auxin efflux facilitator SlPIN8,PIN8
1026,auxin efflux facilitator SlPIN9,PIN9
1027,auxin efflux facilitator SlPIN10,PIN10
1028,auxin response factor 17,ARF17
1029,multifunctional triterpenoid synthase,TTS2
1030,beta-amyrin synthase,lTTS1
1031,beta-hexosaminidase 1,LOC100529103
1032,aquaporin,LOC100529106
1033,cullin 1,LOC100529127
1034,caryophyllene/alpha-humulene synthase,CAHS
1035,WRKY72-like protein,LOC100529133
1036,MAP3K epsilon protein kinase,MAPKKKe
1037,calcium dependent protein kinase,CDPK2
1038,auxin response factor 14,ARF14
1039,auxin response factor 10,ARF10
1040,transcription factor WRKY72,WRKY72
1041,S-adenosyl-L-methionine: salicylic acid carboxyl methyltransferase,SAMT
1042,LOV/LOV protein,LLP
1043,mitogen-activated protein kinase 5,MAPK5
1044,AP2 transcription factor SlAP2b,AP2b
1045,auto-inhibited Ca2 -transporting ATPase 10,ACA10
1046,TCP transcription factor 11,TCP11
1047,cyclophilin,CyP
1048,heat shock protein cognate 70,hsc70
1049,non-symbiotic hemoglobin class 1,Glb1
1050,PII-like protein,GLB1
1051,constitutive plastid-lipid associated protein,CHRD
1052,temperature-induced lipocalin,TIL
1053,glutathione reductase,LOC100736442
1054,auxin response factor 9,ARF9
1055,auxin response factor 6-1,LOC100736447
1056,auxin response factor 5,ARF5
1057,auxin response factor 8-1,ARF8-1
1058,auxin response factor 12,ARF12
1059,auxin response factor 19-1,ARF19-1
1060,prephenate aminotransferase,PAT
1061,trithorax,TX1
1062,glycoalkaloid metabolism 3,GAME3
1063,somatic embryogenesis receptor kinase 3A,SERK3A
1064,autophagy 8a,LOC100736468
1065,autophagy 8f,LOC100736469
1066,autophagy 8h,LOC100736470
1067,AP2 transcription factor SlAP2d,LOC100736472
1068,nitrate reductase,NR
1069,mitogen-activated protein kinase 6,MAPK6
1070,mitogen-activated protein kinase 12,MAPK12
1071,mitogen-activated protein kinase 15,MAPK15
1072,LAX2 protein,LOC100736477
1073,LAX3 protein,LOC100736478
1074,LAX4 protein,LOC100736479
1075,AUX/IAA 2,IAA21
1076,AUX/IAA 10,IAA32
1077,flavanone 3 beta-hydroxylase,F3H
1078,Lyk3,LOC100736483
1079,Lyk11,LOC100736484
1080,Lyk12,LOC100736485
1081,Lyk13,LOC100736486
1082,putative brassinosteroid hydroxylase,CYP734A8
1083,42KDa chitin-binding protein,LOC100736488
1084,putative GID1-like gibberellin receptor,GID1
1085,cell cycle switch 52A,ccs52A
1086,cell cycle switch 52B,ccs52B
1087,cell division control 20,cdc20-1
1088,kip-related protein,krp3
1089,putative phytosulfokine peptide,PSK1
1090,glyceraldehyde 3-phosphate dehydrogenase,GAPDH
1091,glycine-rich protein LeGRP1,LOC100736500
1092,transcription factor TSRF1,TSRF1
1093,temperature-induced lipocalin',TIL'
1094,putative flavonoid 3'5' hydroxylase,LOC100736504
1095,auxin response factor 1,LOC100736509
1096,mitogen-activated protein kinase 8,MAPK8
1097,auxin response factor 16,ARF16
1098,mitogen-activated protein kinase 9,MPK9
1099,mitogen-activated protein kinase 4,MAPK4
1100,LysM receptor-like kinase,Bti9
1101,TCP transcription factor 7,TCP7
1102,flavonoid biosynthesis oxidoreductase protein,LOC100736526
1103,glycoalkaloid metabolism 1,GAME1
1104,glycoalkaloid metabolism 2,GAME2
1105,somatic embryogenesis receptor kinase 1,SERK1
1106,somatic embryogenesis receptor kinase 3B,SERK3B
1107,C-4 methyl sterol oxidase,LOC100736533
1108,AP2 transcription factor SlAP2c,LOC100736534
1109,AP2 transcription factor SlAP2e,LOC100736535
1110,mitogen-activated protein kinase 7,MAPK7
1111,mitogen-activated protein kinase 11,MAPK11
1112,mitogen-activated protein kinase 13,MAPK13
1113,mitogen-activated protein kinase 16,MAPK16
1114,LAX1 protein,LOC100736540
1115,LAX5 protein,LOC100736541
1116,Lyk10,LOC100736543
1117,castasterone 26-hydroxylase,CYP734A7
1118,chitin-binding lectin,LOC100736545
1119,TCP transcription factor 20,TCP20
1120,mitogen-activated protein kinase 14,MAPK14
1121,TCP transcription factor 13,TCP13
1122,alcohol dehydrogenase class III,ADH3
1123,X intrinsic protein,XIP1-1-beta
1124,auxin response factor 13,ARF13
1125,sesquiterpene synthase,TPS31
1126,sesquiterpene synthase,TPS17
1127,sesquiterpene synthase,TPS16
1128,ABA responsive transcription factor,SlABF4
1129,ethylene responsive factor,ERF7
1130,calcineurin B-like 10,CBL10
1131,calcineurin B-like 2,CBL2
1132,calcineurin B-like 1,CBL1
1133,cytokinin oxidase/dehydrogenase-like 5,SlCKX5
1134,cytokinin oxidase/dehydrogenase-like 7,SlCKX7
1135,cytokinin oxidase/dehydrogenase-like 2,SlCKX2
1136,cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG7,LOG7
1137,cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG6,LOG6
1138,cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG8,LOG8
1139,adenylate isopentenyltransferase,SlIPT1
1140,adenylate isopentenyltransferase,SlIPT2
1141,adenylate isopentenyltransferase,SlIPT4
1142,isopentenyltransferase,SlIPT5
1143,CBL-interacting protein kinase 6,CIPK6
1144,CBL-interacting protein kinase 11,CIPK11
1145,CBL-interacting protein kinase 14,CIPK14
1146,Lsi-1,LOC101055507
1147,phenylalanine ammonia lyase,LOC101055508
1148,Hop-interacting protein THI006,LOC101055510
1149,Hop-interacting protein THI030,LOC101055518
1150,Hop-interacting protein THI032,LOC101055519
1151,Hop-interacting protein THI034,LOC101055521
1152,Hop-interacting protein THI037,LOC101055522
1153,Hop-interacting protein THI045,LOC101055526
1154,Hop-interacting protein THI080,LOC101055527
1155,Hop-interacting protein THI129,BSL1
1156,Hop-interacting protein THI141,LOC101055538
1157,IAA1,LOC101055541
1158,IAA2,LOC101055542
1159,IAA8,LOC101055543
1160,IAA11,LOC101055544
1161,IAA12,LOC101055545
1162,IAA13,LOC101055546
1163,IAA14,LOC101055547
1164,IAA15,LOC101055548
1165,IAA19,LOC101055549
1166,IAA22,LOC101055550
1167,IAA23,LOC101055551
1168,IAA26,LOC101055552
1169,IAA29,LOC101055553
1170,IAA33,LOC101055554
1171,IAA35,LOC101055555
1172,IAA36,LOC101055556
1173,SlArf/Xyl1 protein,SlArf/Xyl1
1174,ERF6,LOC101055565
1175,MIP,Sdaqua
1176,calmodulin-binding transcription factor SR2,LOC101055567
1177,calmodulin-binding transcription factor SR2L,LOC101055568
1178,calmodulin-binding transcription factor SR4,LOC101055569
1179,calmodulin-binding transcription factor SR3L,LOC101055570
